User ID,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20
64,spaghetti,mineral water,cake,cooking oil,chocolate,,,,,,,,,,,,,,,
83,chicken,eggs,whole wheat rice,,,,,,,,,,,,,,,,,
60,shrimp,milk,eggs,cake,,,,,,,,,,,,,,,,
12,frozen vegetables,spaghetti,mineral water,cake,rice,zucchini,,,,,,,,,,,,,,
74,spaghetti,eggs,,,,,,,,,,,,,,,,,,
92,whole wheat rice,chicken,eggplant,green tea,french fries,,,,,,,,,,,,,,,
58,energy drink,,,,,,,,,,,,,,,,,,,
91,fromage blanc,eggs,yogurt cake,,,,,,,,,,,,,,,,,
69,chocolate,grated cheese,salmon,cooking oil,,,,,,,,,,,,,,,,
50,burgers,almonds,eggs,frozen smoothie,,,,,,,,,,,,,,,,
65,burgers,eggs,cookies,,,,,,,,,,,,,,,,,
86,chocolate,spaghetti,strawberries,green tea,,,,,,,,,,,,,,,,
5,chicken,fromage blanc,energy drink,,,,,,,,,,,,,,,,,
21,spaghetti,mineral water,pancakes,,,,,,,,,,,,,,,,,
11,cake,cookies,,,,,,,,,,,,,,,,,,
65,french fries,,,,,,,,,,,,,,,,,,,
1,shrimp,spaghetti,mineral water,french fries,,,,,,,,,,,,,,,,
20,mineral water,chicken,strawberries,,,,,,,,,,,,,,,,,
28,soup,frozen smoothie,yogurt cake,,,,,,,,,,,,,,,,,
38,spaghetti,,,,,,,,,,,,,,,,,,,
43,herb & pepper,mineral water,almonds,,,,,,,,,,,,,,,,,
31,milk,eggs,,,,,,,,,,,,,,,,,,
13,pickles,chocolate,soup,french fries,,,,,,,,,,,,,,,,
59,parmesan cheese,frozen smoothie,mushroom cream sauce,cottage cheese,brownies,yogurt cake,green tea,,,,,,,,,,,,,
53,salmon,light cream,escalope,shallot,hot dogs,white wine,,,,,,,,,,,,,,
72,burgers,frozen vegetables,tomatoes,corn,antioxydant juice,cookies,,,,,,,,,,,,,,
47,grated cheese,shrimp,spaghetti,mineral water,olive oil,strong cheese,pancakes,green beans,frozen smoothie,cookies,energy drink,,,,,,,,,
5,butter,,,,,,,,,,,,,,,,,,,
82,bacon,,,,,,,,,,,,,,,,,,,
32,frozen vegetables,mineral water,carrots,french fries,,,,,,,,,,,,,,,,
64,turkey,melons,,,,,,,,,,,,,,,,,,
30,burgers,french wine,cake,,,,,,,,,,,,,,,,,
31,eggs,whole wheat rice,energy drink,,,,,,,,,,,,,,,,,
45,french fries,escalope,pasta,mushroom cream sauce,,,,,,,,,,,,,,,,
61,blueberries,,,,,,,,,,,,,,,,,,,
70,french fries,,,,,,,,,,,,,,,,,,,
5,burgers,tomatoes,ground beef,mineral water,eggs,cake,green tea,,,,,,,,,,,,,
88,spaghetti,mineral water,whole wheat rice,cooking oil,,,,,,,,,,,,,,,,
17,burgers,eggs,mushroom cream sauce,green tea,,,,,,,,,,,,,,,,
37,spaghetti,mineral water,soup,olive oil,pancakes,whole wheat rice,light cream,green tea,,,,,,,,,,,,
29,milk,pancakes,eggs,,,,,,,,,,,,,,,,,
90,ham,ground beef,mineral water,soup,cake,,,,,,,,,,,,,,,
81,turkey,grated cheese,spaghetti,whole wheat rice,carrots,green tea,low fat yogurt,,,,,,,,,,,,,
32,spaghetti,mineral water,vegetables mix,cake,frozen smoothie,cottage cheese,green tea,,,,,,,,,,,,,
67,whole wheat pasta,milk,green tea,,,,,,,,,,,,,,,,,
52,eggs,,,,,,,,,,,,,,,,,,,
3,energy bar,,,,,,,,,,,,,,,,,,,
41,light cream,,,,,,,,,,,,,,,,,,,
92,turkey,fresh tuna,mineral water,chicken,fromage blanc,honey,green tea,,,,,,,,,,,,,
54,butter,eggs,,,,,,,,,,,,,,,,,,
32,shrimp,frozen vegetables,pepper,spaghetti,cake,chocolate,low fat yogurt,,,,,,,,,,,,,
72,mineral water,vegetables mix,barbecue sauce,eggplant,escalope,,,,,,,,,,,,,,,
38,escalope,,,,,,,,,,,,,,,,,,,
24,pepper,whole wheat rice,,,,,,,,,,,,,,,,,,
4,mineral water,soup,milk,mashed potato,tomato juice,fresh bread,candy bars,,,,,,,,,,,,,
97,herb & pepper,shrimp,spaghetti,,,,,,,,,,,,,,,,,
21,chocolate,parmesan cheese,,,,,,,,,,,,,,,,,,
17,burgers,whole wheat pasta,olive oil,green tea,,,,,,,,,,,,,,,,
12,extra dark chocolate,green tea,cookies,,,,,,,,,,,,,,,,,
41,eggs,,,,,,,,,,,,,,,,,,,
4,cottage cheese,,,,,,,,,,,,,,,,,,,
54,tomatoes,parmesan cheese,milk,french wine,fresh bread,,,,,,,,,,,,,,,
32,shrimp,vegetables mix,cookies,mushroom cream sauce,,,,,,,,,,,,,,,,
42,red wine,carrots,tomato juice,,,,,,,,,,,,,,,,,
73,chocolate,ground beef,,,,,,,,,,,,,,,,,,
71,herb & pepper,mint green tea,,,,,,,,,,,,,,,,,,
90,french fries,,,,,,,,,,,,,,,,,,,
35,fresh tuna,whole wheat pasta,pepper,mineral water,meatballs,milk,olive oil,chicken,bacon,cake,gums,pancakes,yogurt cake,tomato juice,magazines,,,,,
30,shrimp,ground beef,eggs,,,,,,,,,,,,,,,,,
18,tomato juice,,,,,,,,,,,,,,,,,,,
14,shrimp,frozen vegetables,avocado,frozen smoothie,,,,,,,,,,,,,,,,
18,burgers,eggs,french fries,pancakes,,,,,,,,,,,,,,,,
18,mineral water,,,,,,,,,,,,,,,,,,,
80,shrimp,milk,french fries,,,,,,,,,,,,,,,,,
33,cereals,french fries,light mayo,,,,,,,,,,,,,,,,,
65,eggs,cake,light mayo,,,,,,,,,,,,,,,,,
95,body spray,yogurt cake,,,,,,,,,,,,,,,,,,
23,milk,cottage cheese,,,,,,,,,,,,,,,,,,
3,vegetables mix,energy drink,,,,,,,,,,,,,,,,,,
30,mineral water,,,,,,,,,,,,,,,,,,,
41,burgers,frozen vegetables,whole wheat pasta,milk,green tea,,,,,,,,,,,,,,,
98,grated cheese,yams,muffins,oil,protein bar,,,,,,,,,,,,,,,
8,ground beef,spaghetti,eggplant,green tea,,,,,,,,,,,,,,,,
96,brownies,,,,,,,,,,,,,,,,,,,
74,whole wheat pasta,ground beef,mineral water,chocolate,eggs,hot dogs,,,,,,,,,,,,,,
74,red wine,vegetables mix,mushroom cream sauce,,,,,,,,,,,,,,,,,
83,brownies,,,,,,,,,,,,,,,,,,,
90,chocolate,salmon,french fries,cookies,tomato juice,,,,,,,,,,,,,,,
41,chocolate,frozen vegetables,ground beef,mineral water,honey,energy drink,green tea,,,,,,,,,,,,,
10,turkey,mineral water,avocado,honey,green tea,,,,,,,,,,,,,,,
64,grated cheese,cookies,,,,,,,,,,,,,,,,,,
26,ground beef,mineral water,eggs,soda,low fat yogurt,,,,,,,,,,,,,,,
83,chicken,whole wheat rice,,,,,,,,,,,,,,,,,,
22,pancakes,,,,,,,,,,,,,,,,,,,
18,whole wheat rice,,,,,,,,,,,,,,,,,,,
42,chocolate,spaghetti,mineral water,soup,cottage cheese,,,,,,,,,,,,,,,
45,turkey,blueberries,white wine,,,,,,,,,,,,,,,,,
35,spaghetti,mineral water,body spray,protein bar,,,,,,,,,,,,,,,,
37,parmesan cheese,,,,,,,,,,,,,,,,,,,
1,spinach,ketchup,pancakes,tomato juice,green tea,,,,,,,,,,,,,,,
51,clothes accessories,antioxydant juice,green tea,,,,,,,,,,,,,,,,,
69,red wine,mineral water,chocolate,butter,cereals,antioxydant juice,protein bar,,,,,,,,,,,,,
11,frozen vegetables,escalope,,,,,,,,,,,,,,,,,,
92,shrimp,,,,,,,,,,,,,,,,,,,
76,burgers,mineral water,soup,cereals,,,,,,,,,,,,,,,,
56,tomatoes,milk,whole wheat rice,,,,,,,,,,,,,,,,,
44,frozen vegetables,soup,milk,olive oil,,,,,,,,,,,,,,,,
28,turkey,spinach,eggs,,,,,,,,,,,,,,,,,
67,burgers,,,,,,,,,,,,,,,,,,,
77,extra dark chocolate,,,,,,,,,,,,,,,,,,,
34,chocolate,,,,,,,,,,,,,,,,,,,
16,ground beef,,,,,,,,,,,,,,,,,,,
29,escalope,,,,,,,,,,,,,,,,,,,
90,soda,,,,,,,,,,,,,,,,,,,
88,ground beef,almonds,,,,,,,,,,,,,,,,,,
76,burgers,eggs,frozen smoothie,body spray,,,,,,,,,,,,,,,,
66,shrimp,spaghetti,energy bar,,,,,,,,,,,,,,,,,
8,spaghetti,french wine,salmon,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,
64,antioxydant juice,,,,,,,,,,,,,,,,,,,
97,milk,cookies,,,,,,,,,,,,,,,,,,
68,tomatoes,flax seed,escalope,mushroom cream sauce,pancakes,green tea,,,,,,,,,,,,,,
61,mineral water,whole wheat rice,french fries,escalope,hot dogs,cottage cheese,pancakes,green tea,,,,,,,,,,,,
82,spaghetti,muffins,,,,,,,,,,,,,,,,,,
65,ham,muffins,eggs,french fries,cottage cheese,fresh bread,,,,,,,,,,,,,,
12,mineral water,,,,,,,,,,,,,,,,,,,
100,eggs,white wine,,,,,,,,,,,,,,,,,,
41,fresh tuna,ground beef,chocolate,butter,eggs,rice,chicken,green tea,french fries,,,,,,,,,,,
67,honey,zucchini,,,,,,,,,,,,,,,,,,
44,chocolate,shrimp,cereals,champagne,green tea,,,,,,,,,,,,,,,
89,champagne,,,,,,,,,,,,,,,,,,,
17,gums,escalope,mushroom cream sauce,,,,,,,,,,,,,,,,,
8,turkey,grated cheese,mineral water,milk,butter,whole wheat rice,,,,,,,,,,,,,,
81,spaghetti,soup,olive oil,cake,extra dark chocolate,,,,,,,,,,,,,,,
3,mineral water,rice,cottage cheese,pancakes,,,,,,,,,,,,,,,,
19,burgers,,,,,,,,,,,,,,,,,,,
8,frozen vegetables,ground beef,mineral water,french wine,chutney,chicken,eggplant,,,,,,,,,,,,,
36,spaghetti,mineral water,french fries,,,,,,,,,,,,,,,,,
31,french fries,escalope,,,,,,,,,,,,,,,,,,
88,energy drink,,,,,,,,,,,,,,,,,,,
49,grated cheese,whole wheat pasta,mineral water,chocolate,milk,olive oil,french wine,,,,,,,,,,,,,
33,chocolate,almonds,green grapes,eggs,cake,french fries,escalope,,,,,,,,,,,,,
68,milk,fresh bread,,,,,,,,,,,,,,,,,,
15,frozen vegetables,tomatoes,parmesan cheese,,,,,,,,,,,,,,,,,
30,escalope,,,,,,,,,,,,,,,,,,,
10,parmesan cheese,french wine,,,,,,,,,,,,,,,,,,
54,grated cheese,herb & pepper,mineral water,salmon,chicken,cookies,protein bar,fresh bread,zucchini,,,,,,,,,,,
58,shrimp,,,,,,,,,,,,,,,,,,,
59,milk,shallot,cottage cheese,tomato juice,green tea,,,,,,,,,,,,,,,
6,turkey,spinach,french fries,,,,,,,,,,,,,,,,,
94,mineral water,body spray,,,,,,,,,,,,,,,,,,
60,pickles,parmesan cheese,spaghetti,soup,energy bar,eggs,cake,brownies,energy drink,,,,,,,,,,,
67,pepper,spaghetti,black tea,french wine,yogurt cake,,,,,,,,,,,,,,,
15,milk,yogurt cake,,,,,,,,,,,,,,,,,,
62,soup,melons,salad,,,,,,,,,,,,,,,,,
93,herb & pepper,ground beef,pepper,tomato sauce,mineral water,chutney,eggs,oil,oatmeal,chocolate,brownies,,,,,,,,,
7,champagne,,,,,,,,,,,,,,,,,,,
78,burgers,mineral water,soup,escalope,,,,,,,,,,,,,,,,
75,shrimp,olive oil,whole wheat rice,chocolate,tomato juice,,,,,,,,,,,,,,,
84,chocolate,grated cheese,tomato sauce,spaghetti,eggplant,champagne,fresh bread,low fat yogurt,,,,,,,,,,,,
99,spaghetti,meatballs,chocolate,escalope,,,,,,,,,,,,,,,,
11,muffins,,,,,,,,,,,,,,,,,,,
10,frozen vegetables,mineral water,hot dogs,cauliflower,,,,,,,,,,,,,,,,
80,tomatoes,chocolate,black tea,honey,champagne,,,,,,,,,,,,,,,
94,parmesan cheese,whole wheat rice,,,,,,,,,,,,,,,,,,
52,whole wheat pasta,mineral water,,,,,,,,,,,,,,,,,,
97,chocolate,,,,,,,,,,,,,,,,,,,
54,grated cheese,frozen vegetables,fromage blanc,chocolate,french fries,escalope,,,,,,,,,,,,,,
53,burgers,eggs,,,,,,,,,,,,,,,,,,
93,eggs,,,,,,,,,,,,,,,,,,,
26,mineral water,muffins,french fries,,,,,,,,,,,,,,,,,
52,herb & pepper,shrimp,parmesan cheese,whole wheat pasta,meatballs,milk,almonds,eggs,,,,,,,,,,,,
81,herb & pepper,black tea,strawberries,,,,,,,,,,,,,,,,,
4,spaghetti,chocolate,,,,,,,,,,,,,,,,,,
7,whole wheat pasta,mineral water,olive oil,cake,french fries,strawberries,pancakes,light mayo,,,,,,,,,,,,
81,burgers,fromage blanc,honey,,,,,,,,,,,,,,,,,
45,shrimp,spaghetti,butter,pancakes,honey,carrots,,,,,,,,,,,,,,
38,mineral water,soup,milk,olive oil,cooking oil,,,,,,,,,,,,,,,
91,shrimp,,,,,,,,,,,,,,,,,,,
99,chocolate,cottage cheese,,,,,,,,,,,,,,,,,,
92,whole wheat pasta,salmon,vegetables mix,,,,,,,,,,,,,,,,,
89,spaghetti,chocolate,energy bar,french fries,candy bars,green tea,,,,,,,,,,,,,,
46,turkey,ground beef,meatballs,eggplant,escalope,,,,,,,,,,,,,,,
52,ham,red wine,pepper,spaghetti,flax seed,whole wheat rice,,,,,,,,,,,,,,
55,milk,oil,carrots,frozen smoothie,hot dogs,tomato juice,,,,,,,,,,,,,,
91,cookies,,,,,,,,,,,,,,,,,,,
92,mineral water,milk,chicken,vegetables mix,green tea,,,,,,,,,,,,,,,
55,burgers,spaghetti,,,,,,,,,,,,,,,,,,
54,turkey,spaghetti,,,,,,,,,,,,,,,,,,
81,turkey,shrimp,spaghetti,mineral water,milk,soda,burger sauce,asparagus,,,,,,,,,,,,
72,burgers,shrimp,frozen vegetables,ground beef,meatballs,whole wheat rice,barbecue sauce,sparkling water,green tea,,,,,,,,,,,
90,shrimp,ground beef,spaghetti,avocado,cake,pancakes,white wine,toothpaste,,,,,,,,,,,,
26,vegetables mix,french fries,fresh bread,,,,,,,,,,,,,,,,,
35,burgers,shrimp,mineral water,almonds,vegetables mix,honey,strawberries,candy bars,,,,,,,,,,,,
11,mineral water,whole wheat rice,zucchini,,,,,,,,,,,,,,,,,
82,fresh tuna,mineral water,almonds,cider,whole wheat rice,carrots,escalope,green tea,,,,,,,,,,,,
36,magazines,,,,,,,,,,,,,,,,,,,
69,chocolate,,,,,,,,,,,,,,,,,,,
60,mushroom cream sauce,,,,,,,,,,,,,,,,,,,
80,red wine,ground beef,spaghetti,avocado,eggs,,,,,,,,,,,,,,,
55,chocolate,french fries,,,,,,,,,,,,,,,,,,
47,soup,olive oil,,,,,,,,,,,,,,,,,,
34,turkey,eggs,ketchup,french fries,,,,,,,,,,,,,,,,
86,grated cheese,,,,,,,,,,,,,,,,,,,
62,eggs,,,,,,,,,,,,,,,,,,,
60,french fries,,,,,,,,,,,,,,,,,,,
85,mineral water,eggs,,,,,,,,,,,,,,,,,,
10,whole wheat pasta,,,,,,,,,,,,,,,,,,,
68,fresh tuna,,,,,,,,,,,,,,,,,,,
30,eggs,pasta,,,,,,,,,,,,,,,,,,
20,eggs,cookies,,,,,,,,,,,,,,,,,,
40,pepper,mineral water,milk,eggs,whole wheat rice,frozen smoothie,,,,,,,,,,,,,,
68,mineral water,milk,pancakes,extra dark chocolate,low fat yogurt,,,,,,,,,,,,,,,
95,milk,flax seed,almonds,eggs,cooking oil,chocolate,french fries,magazines,,,,,,,,,,,,
6,eggs,,,,,,,,,,,,,,,,,,,
29,mineral water,,,,,,,,,,,,,,,,,,,
51,eggs,,,,,,,,,,,,,,,,,,,
57,eggs,escalope,,,,,,,,,,,,,,,,,,
40,tomatoes,whole wheat pasta,spaghetti,chocolate,milk,french fries,pancakes,mayonnaise,,,,,,,,,,,,
5,turkey,olive oil,chicken,frozen smoothie,fresh bread,low fat yogurt,,,,,,,,,,,,,,
91,turkey,parmesan cheese,spaghetti,french wine,salmon,eggs,champagne,low fat yogurt,,,,,,,,,,,,
97,pepper,spaghetti,blueberries,escalope,shallot,low fat yogurt,,,,,,,,,,,,,,
21,herb & pepper,tomatoes,spaghetti,mineral water,salmon,eggs,,,,,,,,,,,,,,
63,burgers,shrimp,whole wheat pasta,olive oil,eggs,cookies,energy drink,fresh bread,,,,,,,,,,,,
78,spaghetti,black tea,french fries,escalope,,,,,,,,,,,,,,,,
33,chocolate,frozen vegetables,whole wheat pasta,mineral water,olive oil,energy bar,chicken,white wine,,,,,,,,,,,,
86,frozen vegetables,tomatoes,mineral water,eggs,green tea,tomato juice,,,,,,,,,,,,,,
29,frozen vegetables,ground beef,chocolate,rice,french fries,fresh bread,,,,,,,,,,,,,,
5,tomatoes,butter,chutney,green tea,,,,,,,,,,,,,,,,
88,milk,french fries,,,,,,,,,,,,,,,,,,
30,frozen vegetables,ground beef,mineral water,chocolate,soup,milk,green tea,,,,,,,,,,,,,
43,french fries,cookies,,,,,,,,,,,,,,,,,,
78,eggs,french fries,,,,,,,,,,,,,,,,,,
94,flax seed,,,,,,,,,,,,,,,,,,,
54,pancakes,cake,cooking oil,,,,,,,,,,,,,,,,,
30,toothpaste,,,,,,,,,,,,,,,,,,,
51,meatballs,whole wheat rice,cake,,,,,,,,,,,,,,,,,
9,mineral water,soup,gums,,,,,,,,,,,,,,,,,
76,herb & pepper,tomato sauce,mineral water,carrots,cereals,,,,,,,,,,,,,,,
1,ham,herb & pepper,whole wheat pasta,spaghetti,soup,milk,olive oil,butter,whole wheat rice,,,,,,,,,,,
64,shrimp,mineral water,pancakes,,,,,,,,,,,,,,,,,
69,butter,chicken,french fries,,,,,,,,,,,,,,,,,
88,whole wheat pasta,mineral water,light cream,extra dark chocolate,clothes accessories,pancakes,,,,,,,,,,,,,,
64,eggs,,,,,,,,,,,,,,,,,,,
91,mineral water,meatballs,milk,energy bar,chocolate,french fries,low fat yogurt,,,,,,,,,,,,,
32,grated cheese,mineral water,,,,,,,,,,,,,,,,,,
54,toothpaste,,,,,,,,,,,,,,,,,,,
34,grated cheese,spaghetti,olive oil,eggs,whole wheat rice,cake,chicken,white wine,,,,,,,,,,,,
51,bug spray,protein bar,,,,,,,,,,,,,,,,,,
78,shrimp,frozen vegetables,mineral water,vegetables mix,eggs,whole wheat rice,,,,,,,,,,,,,,
81,spaghetti,mineral water,salmon,,,,,,,,,,,,,,,,,
45,cake,,,,,,,,,,,,,,,,,,,
62,brownies,,,,,,,,,,,,,,,,,,,
7,soup,eggs,cake,,,,,,,,,,,,,,,,,
44,mineral water,eggs,oil,protein bar,green tea,,,,,,,,,,,,,,,
3,burgers,ground beef,spaghetti,salmon,eggs,honey,extra dark chocolate,escalope,protein bar,,,,,,,,,,,
12,french fries,frozen smoothie,cottage cheese,,,,,,,,,,,,,,,,,
75,muffins,whole wheat rice,cake,fresh bread,,,,,,,,,,,,,,,,
63,frozen vegetables,mineral water,meatballs,whole wheat rice,chocolate,,,,,,,,,,,,,,,
86,fresh tuna,tomatoes,ground beef,spaghetti,mineral water,olive oil,french wine,pancakes,cooking oil,,,,,,,,,,,
29,ham,frozen vegetables,eggs,mint green tea,french fries,pancakes,low fat yogurt,,,,,,,,,,,,,
25,whole wheat pasta,milk,pancakes,eggs,,,,,,,,,,,,,,,,
22,spaghetti,mineral water,eggs,cottage cheese,zucchini,,,,,,,,,,,,,,,
5,herb & pepper,honey,,,,,,,,,,,,,,,,,,
76,escalope,,,,,,,,,,,,,,,,,,,
66,chocolate,cake,cereals,cookies,tomato juice,green tea,,,,,,,,,,,,,,
64,mineral water,eggs,honey,protein bar,,,,,,,,,,,,,,,,
5,shrimp,mineral water,,,,,,,,,,,,,,,,,,
55,turkey,frozen vegetables,mineral water,,,,,,,,,,,,,,,,,
42,tomato juice,,,,,,,,,,,,,,,,,,,
17,green tea,,,,,,,,,,,,,,,,,,,
78,herb & pepper,cooking oil,,,,,,,,,,,,,,,,,,
20,cookies,,,,,,,,,,,,,,,,,,,
36,turkey,grated cheese,avocado,butter,cooking oil,fresh bread,,,,,,,,,,,,,,
21,turkey,herb & pepper,whole wheat pasta,spaghetti,mineral water,,,,,,,,,,,,,,,
78,mineral water,energy drink,,,,,,,,,,,,,,,,,,
14,herb & pepper,spaghetti,eggs,cake,protein bar,,,,,,,,,,,,,,,
99,cookies,,,,,,,,,,,,,,,,,,,
59,cookies,,,,,,,,,,,,,,,,,,,
63,mineral water,cake,low fat yogurt,,,,,,,,,,,,,,,,,
16,mineral water,mint green tea,escalope,,,,,,,,,,,,,,,,,
9,fresh tuna,olive oil,salmon,eggs,melons,,,,,,,,,,,,,,,
8,turkey,parmesan cheese,milk,green tea,chocolate,,,,,,,,,,,,,,,
99,ground beef,spaghetti,mineral water,meatballs,vegetables mix,,,,,,,,,,,,,,,
94,tomato juice,,,,,,,,,,,,,,,,,,,
66,red wine,yams,mineral water,olive oil,eggs,chocolate,hot dogs,strawberries,,,,,,,,,,,,
71,burgers,mushroom cream sauce,low fat yogurt,,,,,,,,,,,,,,,,,
97,ham,mineral water,soup,almonds,light cream,chicken,chocolate,french fries,cookies,,,,,,,,,,,
8,frozen vegetables,mineral water,energy bar,fromage blanc,cake,brownies,energy drink,,,,,,,,,,,,,
38,ground beef,pepper,spaghetti,mineral water,green grapes,green tea,escalope,,,,,,,,,,,,,
43,tomatoes,green tea,,,,,,,,,,,,,,,,,,
35,milk,,,,,,,,,,,,,,,,,,,
73,ground beef,mineral water,soup,milk,,,,,,,,,,,,,,,,
82,cookies,,,,,,,,,,,,,,,,,,,
28,grated cheese,spaghetti,mineral water,cereals,,,,,,,,,,,,,,,,
65,ground beef,milk,whole wheat rice,green tea,,,,,,,,,,,,,,,,
4,burgers,yams,butter,cake,chili,chocolate,,,,,,,,,,,,,,
86,pancakes,,,,,,,,,,,,,,,,,,,
13,shrimp,mineral water,black tea,almonds,chicken,eggplant,,,,,,,,,,,,,,
40,chocolate,cake,,,,,,,,,,,,,,,,,,
99,mineral water,chocolate,escalope,,,,,,,,,,,,,,,,,
11,yams,,,,,,,,,,,,,,,,,,,
9,mineral water,avocado,,,,,,,,,,,,,,,,,,
21,herb & pepper,chicken,cookies,,,,,,,,,,,,,,,,,
7,fresh tuna,frozen vegetables,,,,,,,,,,,,,,,,,,
100,low fat yogurt,,,,,,,,,,,,,,,,,,,
6,turkey,fromage blanc,pancakes,honey,whole wheat rice,ketchup,french fries,tomato juice,,,,,,,,,,,,
46,mineral water,gums,green tea,cookies,,,,,,,,,,,,,,,,
67,burgers,tomatoes,mineral water,soup,milk,,,,,,,,,,,,,,,
5,white wine,,,,,,,,,,,,,,,,,,,
54,grated cheese,herb & pepper,pepper,milk,butter,nonfat milk,eggs,cooking oil,chicken,hot dogs,low fat yogurt,,,,,,,,,
58,frozen vegetables,mineral water,chicken,oil,body spray,,,,,,,,,,,,,,,
79,milk,strawberries,low fat yogurt,,,,,,,,,,,,,,,,,
41,red wine,ground beef,mineral water,olive oil,light cream,gluten free bar,low fat yogurt,,,,,,,,,,,,,
76,cookies,,,,,,,,,,,,,,,,,,,
86,antioxydant juice,french fries,pancakes,light mayo,,,,,,,,,,,,,,,,
58,herb & pepper,whole wheat pasta,milk,olive oil,,,,,,,,,,,,,,,,
25,chocolate,ground beef,milk,chicken,fresh bread,,,,,,,,,,,,,,,
63,milk,salmon,green tea,,,,,,,,,,,,,,,,,
93,chicken,,,,,,,,,,,,,,,,,,,
32,low fat yogurt,,,,,,,,,,,,,,,,,,,
20,french wine,vegetables mix,,,,,,,,,,,,,,,,,,
38,herb & pepper,ground beef,chocolate,,,,,,,,,,,,,,,,,
51,energy bar,pancakes,champagne,,,,,,,,,,,,,,,,,
47,herb & pepper,mineral water,eggs,cake,cereals,brownies,pancakes,tomato juice,low fat yogurt,green tea,,,,,,,,,,
7,eggs,,,,,,,,,,,,,,,,,,,
21,mineral water,milk,extra dark chocolate,protein bar,zucchini,green tea,,,,,,,,,,,,,,
24,chocolate,,,,,,,,,,,,,,,,,,,
78,burgers,red wine,ground beef,mineral water,pancakes,honey,gums,,,,,,,,,,,,,
45,shrimp,parmesan cheese,,,,,,,,,,,,,,,,,,
36,mushroom cream sauce,sandwich,,,,,,,,,,,,,,,,,,
66,mineral water,,,,,,,,,,,,,,,,,,,
20,tomatoes,spaghetti,cookies,,,,,,,,,,,,,,,,,
21,turkey,frozen vegetables,ground beef,mineral water,low fat yogurt,,,,,,,,,,,,,,,
53,turkey,cooking oil,chocolate,mushroom cream sauce,cottage cheese,,,,,,,,,,,,,,,
25,cookies,,,,,,,,,,,,,,,,,,,
87,cake,french fries,pancakes,,,,,,,,,,,,,,,,,
40,chocolate,,,,,,,,,,,,,,,,,,,
19,burgers,black tea,eggs,cookies,,,,,,,,,,,,,,,,
13,energy bar,,,,,,,,,,,,,,,,,,,
31,cake,french fries,energy drink,,,,,,,,,,,,,,,,,
73,ground beef,mineral water,milk,pancakes,eggs,cottage cheese,fresh bread,,,,,,,,,,,,,
69,ground beef,corn,cauliflower,,,,,,,,,,,,,,,,,
26,herb & pepper,ground beef,spaghetti,honey,french fries,pancakes,low fat yogurt,,,,,,,,,,,,,
16,milk,butter,chicken,eggs,whole wheat rice,cake,carrots,eggplant,magazines,,,,,,,,,,,
56,turkey,mineral water,milk,nonfat milk,pancakes,,,,,,,,,,,,,,,
87,chutney,vegetables mix,,,,,,,,,,,,,,,,,,
95,mineral water,chicken,pancakes,cooking oil,cookies,cottage cheese,green tea,,,,,,,,,,,,,
5,parmesan cheese,avocado,milk,energy bar,salmon,cookies,,,,,,,,,,,,,,
59,chocolate,escalope,,,,,,,,,,,,,,,,,,
30,meatballs,almonds,,,,,,,,,,,,,,,,,,
18,almonds,eggs,yogurt cake,,,,,,,,,,,,,,,,,
74,frozen smoothie,pancakes,,,,,,,,,,,,,,,,,,
16,salad,,,,,,,,,,,,,,,,,,,
56,eggs,cookies,,,,,,,,,,,,,,,,,,
22,cookies,,,,,,,,,,,,,,,,,,,
6,tomatoes,meatballs,chicken,eggs,,,,,,,,,,,,,,,,
99,tomatoes,chocolate,eggs,pancakes,,,,,,,,,,,,,,,,
43,eggs,whole wheat rice,,,,,,,,,,,,,,,,,,
73,herb & pepper,,,,,,,,,,,,,,,,,,,
72,nonfat milk,escalope,,,,,,,,,,,,,,,,,,
71,french fries,yogurt cake,,,,,,,,,,,,,,,,,,
69,cookies,,,,,,,,,,,,,,,,,,,
71,frozen vegetables,,,,,,,,,,,,,,,,,,,
53,yams,eggplant,,,,,,,,,,,,,,,,,,
21,eggs,,,,,,,,,,,,,,,,,,,
37,cookies,,,,,,,,,,,,,,,,,,,
13,chocolate,pancakes,light cream,chili,extra dark chocolate,,,,,,,,,,,,,,,
19,whole wheat pasta,french fries,brownies,,,,,,,,,,,,,,,,,
10,ground beef,cookies,toothpaste,green tea,,,,,,,,,,,,,,,,
34,ham,whole wheat rice,french fries,champagne,cauliflower,,,,,,,,,,,,,,,
58,whole wheat rice,,,,,,,,,,,,,,,,,,,
39,shrimp,milk,butter,cake,chocolate bread,green tea,,,,,,,,,,,,,,
29,mineral water,sparkling water,yogurt cake,energy drink,light mayo,,,,,,,,,,,,,,,
4,french fries,escalope,pasta,mushroom cream sauce,green tea,,,,,,,,,,,,,,,
62,ground beef,spaghetti,yams,eggs,cookies,mushroom cream sauce,,,,,,,,,,,,,,
13,frozen vegetables,french fries,,,,,,,,,,,,,,,,,,
62,ground beef,spaghetti,mineral water,chocolate,salmon,chicken,chocolate,frozen smoothie,,,,,,,,,,,,
48,parmesan cheese,hot dogs,,,,,,,,,,,,,,,,,,
13,cooking oil,cottage cheese,,,,,,,,,,,,,,,,,,
